start,end,mean,std,max,last,slope,label,lead_s,y_true,y_pred,y_proba
1781428381.0,1781428981.0,7.79,3.414561953359952,21.0,4.0,-0.01066136294823041,0,,0,0,0.006317643202560497
1781321281.0,1781321881.0,4.248333333333333,2.0816653322653846,13.0,2.0,-0.001982144394845544,0,,0,0,0.03884268817551303
1780790521.0,1780791121.0,7.145,2.752085572797474,18.0,6.0,-0.000726252017366702,0,,0,0,0.015825997985611157
1781312641.0,1781313241.0,6.655,2.684394717622578,19.0,8.0,-0.00349481526337573,0,,0,0,0.015693146893608397
1781054221.0,1781054821.0,7.615,2.8023992696735176,19.0,9.0,-0.0016782546618185074,0,,0,0,0.016368991052619276
1781614081.0,1781614681.0,4.855,2.2621468416823287,12.0,5.0,-0.0006478073550204251,0,,0,0,0.06105049389309243
1780805341.0,1780805941.0,23.721666666666668,22.752894260340206,97.0,97.0,0.11076216878380217,0,,0,0,3.272396556505803e-07
1781642941.0,1781643541.0,2.861666666666667,1.780223924741554,10.0,3.0,0.0006241961783227182,0,,0,0,0.08685262380780635
1781400481.0,1781401081.0,3.131666666666667,1.7275215065392255,9.0,4.0,-0.0006912519201442214,0,,0,0,0.11483744908662828
1781568481.0,1781569081.0,14.993333333333334,4.255970968990377,26.0,14.0,-0.009360859335720399,0,,0,0,0.0035782655032384762
1781147581.0,1781148181.0,12.383333333333333,3.597645835203287,24.0,10.0,-0.0019725054791818863,0,,0,0,0.0044865714918097275
1780853761.0,1780854361.0,10.371666666666666,3.313638064457587,23.0,18.0,0.000978252717368669,0,,0,0,0.01337796092335773
1781499601.0,1781500201.0,6.628333333333333,2.6019602653042613,16.0,8.0,0.0018178106050294642,0,,0,0,0.03063043215612176
1780724401.0,1780725001.0,18.27,4.308568981305355,35.0,15.0,-0.007716743657621273,0,,0,0,0.0004354107376253212
1780848481.0,1780849081.0,17.75,4.719551532366891,36.0,26.0,-0.011720699224164516,0,,0,0,0.0010015437006315787
1781393041.0,1781393641.0,3.715,1.9545950134661316,11.0,7.0,0.0015105319736999274,0,,0,0,0.09561821153352566
1781513461.0,1781514061.0,25.223333333333333,7.012854071077069,47.0,29.0,0.025692682479673545,0,,0,0,6.962969087852592e-05
1781136781.0,1781137381.0,238.62833333333333,15.047708481877084,281.0,222.0,0.010751613198925859,0,,0,0,1.1082846573910942e-24
1781064421.0,1781065021.0,11.125,3.967288116585434,25.0,11.0,0.012864952402645565,0,,0,0,0.004134381549680157
1780927501.0,1780928101.0,8.666666666666666,2.976948474902148,23.0,8.0,0.0007405576126600273,0,,0,0,0.005727558788311064
1781649541.0,1781650141.0,3.1566666666666667,1.870504982321322,12.0,1.0,0.0009605582237728436,0,,0,0,0.04676161697911799
1780871101.0,1780871701.0,14.916666666666666,3.9643901030157074,29.0,2.0,-0.00687007463909622,0,,0,0,0.0005874919183950047
1781388361.0,1781388961.0,4.218333333333334,2.0754109365510134,11.0,4.0,-0.0017124769791027187,0,,0,0,0.0715601406687696
